ID	Sex	DR	Phone	Context
JKR0	M	3	iy	sh_iy_hv
JKR0	M	3	iy	r_iy_s
JKR0	M	3	iy	s_iy_w
JKR0	M	3	iy	m_iy_tcl
JKR0	M	3	iy	r_iy_q
JKR0	M	3	iy	l_iy_r
JKR0	M	3	iy	w_iy_hv
JKR0	M	3	iy	hv_iy_w
JKR0	M	3	iy	b_iy_hv
JKR0	M	3	iy	t_iy_m
JKR0	M	3	iy	t_iy_m
JKR0	M	3	iy	nx_iy_hv
JKR0	M	3	iy	l_iy_dh
JKR0	M	3	iy	dx_iy_h#
JKR0	M	3	iy	w_iy_l
JKR0	M	3	iy	ch_iy_z
JKR0	M	3	iy	ch_iy_z
JKR0	M	3	iy	b_iy_dx
JKR0	M	3	aa	d_aa_r
JKR0	M	3	aa	p_aa_pcl
JKR0	M	3	aa	hh_aa_tcl
JKR0	M	3	uh	g_uh_dcl
JKR0	M	3	s	h#_sh_iy
JKR0	M	3	s	kcl_s_ux
JKR0	M	3	s	iy_s_iy
JKR0	M	3	s	r_sh_epi
JKR0	M	3	s	ae_s_kcl
JKR0	M	3	s	kcl_s_kcl
JKR0	M	3	s	t_s_tcl
JKR0	M	3	s	h#_s_tcl
JKR0	M	3	s	th_s_epi
JKR0	M	3	s	t_s_pau
JKR0	M	3	s	ux_s_tcl
JKR0	M	3	s	ae_s_hh
JKR0	M	3	s	eh_s_pcl
JKR0	M	3	s	ae_s_ix
JKR0	M	3	s	n_s_ah
JKR0	M	3	s	eh_s_pcl
JKR0	M	3	s	er_s_epi
JKR0	M	3	s	ih_s_tcl
JKR0	M	3	s	tcl_sh_aw
JKR0	M	3	s	axr_s_h#
JKR0	M	3	f	z_f_axr
JKR0	M	3	f	axr_f_er
