ID	Sex	DR	Vowel	Context
SJW0	F	3	iy	sh_iy_hv
SJW0	F	3	iy	r_iy_s
SJW0	F	3	iy	s_iy_w
SJW0	F	3	iy	m_iy_tcl
SJW0	F	3	iy	r_iy_ix
SJW0	F	3	iy	l_iy_r
SJW0	F	3	iy	q_iy_tcl
SJW0	F	3	iy	r_iy_dcl
SJW0	F	3	iy	r_iy_m
SJW0	F	3	iy	ay_iy_eng
SJW0	F	3	iy	l_iy_s
SJW0	F	3	iy	dh_iy_ow
SJW0	F	3	iy	nx_iy_w
SJW0	F	3	iy	t_iy_h#
SJW0	F	3	iy	r_iy_n
SJW0	F	3	aa	d_aa_r
SJW0	F	3	aa	k_aa_l
SJW0	F	3	aa	b_aa_m
SJW0	F	3	aa	ch_aa_r
SJW0	F	3	s	h#_sh_iy
SJW0	F	3	s	k_s_ux
SJW0	F	3	s	iy_s_iy
SJW0	F	3	s	ao_sh_epi
SJW0	F	3	s	ae_s_kcl
SJW0	F	3	s	k_s_r
SJW0	F	3	s	m_sh_ow
SJW0	F	3	s	eh_sh_en
SJW0	F	3	s	ey_sh_en
SJW0	F	3	s	ah_s_kcl
SJW0	F	3	s	tcl_s_ax
SJW0	F	3	s	n_s_h#
SJW0	F	3	s	iy_s_ix
SJW0	F	3	s	dcl_s_l
SJW0	F	3	s	f_s_dcl
SJW0	F	3	s	ix_s_pcl
SJW0	F	3	s	ix_s_pcl
SJW0	F	3	s	ey_s_tcl
SJW0	F	3	s	n_s_kcl
SJW0	F	3	z	m_z_ax
SJW0	F	3	z	ay_z_ey
SJW0	F	3	z	b_z_h#
SJW0	F	3	z	ix_z_epi
SJW0	F	3	z	ah_z_ax
SJW0	F	3	z	n_z_ih
SJW0	F	3	z	ix_z_dcl
SJW0	F	3	z	ix_z_bcl
SJW0	F	3	z	oy_z_en
SJW0	F	3	z	n_z_tcl
SJW0	F	3	z	ax_z_epi
SJW0	F	3	sh	h#_sh_iy
SJW0	F	3	sh	ao_sh_epi
SJW0	F	3	sh	m_sh_ow
SJW0	F	3	sh	eh_sh_en
SJW0	F	3	sh	ey_sh_en
SJW0	F	3	f	ey_f_ih
SJW0	F	3	f	ux_f_ay
SJW0	F	3	f	ay_f_l
SJW0	F	3	f	ng_f_r
SJW0	F	3	f	ix_f_r
SJW0	F	3	f	ih_f_s
