ID	Sex	DR	Phone	Context
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	s_iy_w
NTW0	M	7	iy	m_iy_tcl
NTW0	M	7	iy	m_iy_tcl
NTW0	M	7	iy	m_iy_tcl
NTW0	M	7	iy	m_iy_tcl
NTW0	M	7	iy	m_iy_tcl
NTW0	M	7	iy	m_iy_tcl
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	r_iy_eh
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	n_iy_q
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	s_iy_z
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	w_iy_kcl
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	dx_iy_eh
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	n_iy_ix
NTW0	M	7	iy	sh_iy_dcl
NTW0	M	7	iy	sh_iy_dcl
NTW0	M	7	iy	sh_iy_dcl
NTW0	M	7	iy	sh_iy_dcl
NTW0	M	7	iy	sh_iy_dcl
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_r
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
NTW0	M	7	iy	l_iy_h#
