ID	Sex	DR	Vowel
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	iy
MJU0	F	6	aa
MJU0	F	6	aa
MJU0	F	6	aa
MJU0	F	6	aa
MJU0	F	6	aa
MJU0	F	6	aa
MJU0	F	6	aa
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	s
MJU0	F	6	z
MJU0	F	6	z
MJU0	F	6	z
MJU0	F	6	z
MJU0	F	6	z
MJU0	F	6	z
MJU0	F	6	z
MJU0	F	6	z
