ID	Sex	DR	Vowel
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	iy
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	aa
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	s
PDF0	M	2	z
PDF0	M	2	z
PDF0	M	2	z
PDF0	M	2	z
PDF0	M	2	z
PDF0	M	2	z
PDF0	M	2	z
PDF0	M	2	z
