ID	Sex	DR	Phone	Context
LBW0	F	4	iy	sh_iy_hv
LBW0	F	4	iy	sh_iy_hv
LBW0	F	4	iy	sh_iy_hv
LBW0	F	4	iy	sh_iy_hv
LBW0	F	4	iy	r_iy_z
LBW0	F	4	iy	r_iy_z
LBW0	F	4	iy	r_iy_z
LBW0	F	4	iy	r_iy_z
LBW0	F	4	iy	z_iy_w
LBW0	F	4	iy	z_iy_w
LBW0	F	4	iy	z_iy_w
LBW0	F	4	iy	m_iy_tcl
LBW0	F	4	iy	m_iy_tcl
LBW0	F	4	iy	m_iy_tcl
LBW0	F	4	iy	m_iy_tcl
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	l_iy_r
LBW0	F	4	iy	l_iy_r
LBW0	F	4	iy	l_iy_r
LBW0	F	4	iy	l_iy_r
LBW0	F	4	iy	l_iy_r
LBW0	F	4	iy	l_iy_r
LBW0	F	4	iy	d_iy_l
LBW0	F	4	iy	d_iy_l
LBW0	F	4	iy	d_iy_l
LBW0	F	4	iy	d_iy_l
LBW0	F	4	iy	d_iy_l
LBW0	F	4	iy	hh_iy_r
LBW0	F	4	iy	hh_iy_r
LBW0	F	4	iy	hh_iy_r
LBW0	F	4	iy	p_iy_pcl
LBW0	F	4	iy	p_iy_pcl
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	r_iy_ix
LBW0	F	4	iy	hh_iy_kcl
LBW0	F	4	iy	hh_iy_kcl
LBW0	F	4	iy	hh_iy_kcl
LBW0	F	4	iy	hh_iy_kcl
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_zh
LBW0	F	4	iy	l_iy_s
LBW0	F	4	iy	l_iy_s
LBW0	F	4	iy	l_iy_s
LBW0	F	4	iy	l_iy_s
LBW0	F	4	iy	l_iy_q
LBW0	F	4	iy	l_iy_q
LBW0	F	4	iy	l_iy_q
LBW0	F	4	iy	l_iy_q
LBW0	F	4	iy	l_iy_q
LBW0	F	4	iy	l_iy_q
LBW0	F	4	iy	q_iy_dx
LBW0	F	4	iy	q_iy_dx
LBW0	F	4	iy	q_iy_dx
LBW0	F	4	iy	dx_iy_ng
LBW0	F	4	iy	dx_iy_ng
LBW0	F	4	iy	dx_iy_ng
LBW0	F	4	iy	dx_iy_ng
LBW0	F	4	iy	l_iy_ix
LBW0	F	4	iy	l_iy_ix
LBW0	F	4	iy	l_iy_ix
LBW0	F	4	iy	l_iy_ix
LBW0	F	4	iy	l_iy_ix
LBW0	F	4	iy	r_iy_s
LBW0	F	4	iy	r_iy_s
LBW0	F	4	iy	r_iy_s
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	iy	l_iy_h#
LBW0	F	4	aa	d_aa_r
LBW0	F	4	aa	d_aa_r
LBW0	F	4	aa	d_aa_r
LBW0	F	4	aa	d_aa_r
LBW0	F	4	aa	d_aa_r
LBW0	F	4	aa	d_aa_r
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
LBW0	F	4	aa	n_aa_tcl
