ID	Sex	DR	Phone	Context
DJM0	M	3	iy	sh_iy_hv
DJM0	M	3	iy	sh_iy_hv
DJM0	M	3	iy	sh_iy_hv
DJM0	M	3	iy	sh_iy_hv
DJM0	M	3	iy	sh_iy_hv
DJM0	M	3	iy	r_iy_s
DJM0	M	3	iy	r_iy_s
DJM0	M	3	iy	r_iy_s
DJM0	M	3	iy	r_iy_s
DJM0	M	3	iy	r_iy_s
DJM0	M	3	iy	r_iy_s
DJM0	M	3	iy	s_iy_w
DJM0	M	3	iy	s_iy_w
DJM0	M	3	iy	s_iy_w
DJM0	M	3	iy	s_iy_w
DJM0	M	3	iy	m_iy_dx
DJM0	M	3	iy	m_iy_dx
DJM0	M	3	iy	m_iy_dx
DJM0	M	3	iy	er_iy_ih
DJM0	M	3	iy	er_iy_ih
DJM0	M	3	iy	er_iy_ih
DJM0	M	3	iy	er_iy_ih
DJM0	M	3	iy	er_iy_ih
DJM0	M	3	iy	er_iy_ih
DJM0	M	3	iy	l_iy_r
DJM0	M	3	iy	l_iy_r
DJM0	M	3	iy	l_iy_r
DJM0	M	3	iy	l_iy_r
DJM0	M	3	iy	l_iy_r
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	l_iy_ix
DJM0	M	3	iy	dx_iy_ax
DJM0	M	3	iy	dx_iy_ax
DJM0	M	3	iy	dx_iy_ax
DJM0	M	3	iy	dx_iy_ax
DJM0	M	3	iy	dx_iy_ax
DJM0	M	3	iy	dx_iy_ax
DJM0	M	3	iy	t_iy_ng
DJM0	M	3	iy	t_iy_ng
DJM0	M	3	iy	t_iy_ng
DJM0	M	3	iy	t_iy_ng
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	m_iy_bcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	l_iy_dcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	el_iy_tcl
DJM0	M	3	iy	h#_iy_m
DJM0	M	3	iy	h#_iy_m
DJM0	M	3	iy	h#_iy_m
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	z_iy_ih
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	q_iy_v
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	n_iy_ng
DJM0	M	3	iy	er_iy_tcl
DJM0	M	3	iy	er_iy_tcl
DJM0	M	3	iy	er_iy_tcl
DJM0	M	3	iy	er_iy_tcl
DJM0	M	3	iy	er_iy_tcl
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	d_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	aa	g_aa_r
DJM0	M	3	s	h#_sh_iy
DJM0	M	3	s	h#_sh_iy
DJM0	M	3	s	h#_sh_iy
DJM0	M	3	s	h#_sh_iy
DJM0	M	3	s	h#_sh_iy
DJM0	M	3	s	h#_sh_iy
