ID	Sex	DR	Phone	Context
ADD0	M	7	iy	sh_iy_hv
ADD0	M	7	iy	sh_iy_hv
ADD0	M	7	iy	sh_iy_hv
ADD0	M	7	iy	sh_iy_hv
ADD0	M	7	iy	r_iy_s
ADD0	M	7	iy	r_iy_s
ADD0	M	7	iy	r_iy_s
ADD0	M	7	iy	r_iy_s
ADD0	M	7	iy	s_iy_w
ADD0	M	7	iy	s_iy_w
ADD0	M	7	iy	s_iy_w
ADD0	M	7	iy	m_iy_dx
ADD0	M	7	iy	m_iy_dx
ADD0	M	7	iy	r_iy_ix
ADD0	M	7	iy	r_iy_ix
ADD0	M	7	iy	r_iy_ix
ADD0	M	7	iy	l_iy_r
ADD0	M	7	iy	l_iy_r
ADD0	M	7	iy	l_iy_r
ADD0	M	7	iy	hh_iy_m
ADD0	M	7	iy	hh_iy_m
ADD0	M	7	iy	hh_iy_m
ADD0	M	7	iy	r_iy_f
ADD0	M	7	iy	r_iy_f
ADD0	M	7	iy	r_iy_f
ADD0	M	7	iy	r_iy_f
ADD0	M	7	iy	b_iy_bcl
ADD0	M	7	iy	b_iy_bcl
ADD0	M	7	iy	b_iy_bcl
ADD0	M	7	iy	b_iy_bcl
ADD0	M	7	iy	b_iy_bcl
ADD0	M	7	iy	b_iy_m
ADD0	M	7	iy	b_iy_m
ADD0	M	7	iy	b_iy_m
ADD0	M	7	iy	b_iy_m
ADD0	M	7	iy	v_iy_ng
ADD0	M	7	iy	n_iy_ix
ADD0	M	7	iy	n_iy_ix
ADD0	M	7	iy	n_iy_ix
ADD0	M	7	iy	n_iy_ix
ADD0	M	7	iy	n_iy_ix
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	l_iy_h#
ADD0	M	7	iy	sh_iy_q
ADD0	M	7	iy	sh_iy_q
ADD0	M	7	iy	sh_iy_q
ADD0	M	7	iy	sh_iy_q
ADD0	M	7	iy	sh_iy_q
ADD0	M	7	iy	w_iy_n
ADD0	M	7	iy	w_iy_n
ADD0	M	7	iy	w_iy_n
ADD0	M	7	iy	w_iy_n
ADD0	M	7	iy	w_iy_n
ADD0	M	7	iy	z_iy_ng
ADD0	M	7	iy	z_iy_ng
ADD0	M	7	iy	z_iy_ng
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	v_iy_z
ADD0	M	7	iy	b_iy_pcl
ADD0	M	7	iy	b_iy_pcl
ADD0	M	7	iy	b_iy_pcl
ADD0	M	7	iy	b_iy_pcl
ADD0	M	7	iy	n_iy_h#
ADD0	M	7	iy	n_iy_h#
ADD0	M	7	iy	n_iy_h#
ADD0	M	7	iy	n_iy_h#
ADD0	M	7	iy	n_iy_h#
ADD0	M	7	iy	n_iy_h#
ADD0	M	7	aa	d_aa_r
ADD0	M	7	aa	d_aa_r
ADD0	M	7	aa	d_aa_r
ADD0	M	7	aa	d_aa_r
ADD0	M	7	aa	d_aa_r
ADD0	M	7	aa	d_aa_r
ADD0	M	7	aa	hv_aa_l
ADD0	M	7	aa	hv_aa_l
ADD0	M	7	aa	hv_aa_l
ADD0	M	7	aa	hv_aa_l
ADD0	M	7	aa	hv_aa_l
ADD0	M	7	aa	hv_aa_l
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	k_aa_s
ADD0	M	7	aa	q_aa_pcl
ADD0	M	7	aa	q_aa_pcl
ADD0	M	7	aa	q_aa_pcl
ADD0	M	7	aa	q_aa_pcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	w_aa_tcl
ADD0	M	7	aa	pau_aa_r
ADD0	M	7	aa	pau_aa_r
ADD0	M	7	aa	pau_aa_r
ADD0	M	7	aa	w_aa_n
ADD0	M	7	aa	w_aa_n
ADD0	M	7	aa	w_aa_n
ADD0	M	7	aa	w_aa_n
ADD0	M	7	aa	w_aa_n
ADD0	M	7	s	h#_sh_iy
