ID	Sex	DR	Phone	Context
JRP1	F	7	iy	sh_iy_hv
JRP1	F	7	iy	sh_iy_hv
JRP1	F	7	iy	sh_iy_hv
JRP1	F	7	iy	sh_iy_hv
JRP1	F	7	iy	sh_iy_hv
JRP1	F	7	iy	r_iy_s
JRP1	F	7	iy	r_iy_s
JRP1	F	7	iy	r_iy_s
JRP1	F	7	iy	r_iy_s
JRP1	F	7	iy	r_iy_s
JRP1	F	7	iy	s_iy_w
JRP1	F	7	iy	s_iy_w
JRP1	F	7	iy	s_iy_w
JRP1	F	7	iy	s_iy_w
JRP1	F	7	iy	s_iy_w
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	p_iy_s
JRP1	F	7	iy	l_iy_h#
JRP1	F	7	iy	l_iy_h#
JRP1	F	7	iy	l_iy_h#
JRP1	F	7	iy	l_iy_h#
JRP1	F	7	iy	l_iy_h#
JRP1	F	7	iy	l_iy_h#
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	q_iy_z
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	z_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	ao_iy_axr
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	q_iy_v
JRP1	F	7	iy	n_iy_q
JRP1	F	7	iy	n_iy_q
JRP1	F	7	iy	n_iy_q
JRP1	F	7	iy	n_iy_q
JRP1	F	7	iy	n_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	s_iy_q
JRP1	F	7	iy	l_iy_ix
JRP1	F	7	iy	l_iy_ix
JRP1	F	7	iy	l_iy_ix
JRP1	F	7	iy	l_iy_ix
JRP1	F	7	iy	l_iy_ix
JRP1	F	7	iy	l_iy_ix
JRP1	F	7	iy	dx_iy_ng
JRP1	F	7	iy	dx_iy_ng
JRP1	F	7	iy	dx_iy_ng
JRP1	F	7	iy	b_iy_pcl
JRP1	F	7	iy	b_iy_pcl
JRP1	F	7	iy	b_iy_pcl
JRP1	F	7	iy	b_iy_pcl
JRP1	F	7	iy	b_iy_pcl
JRP1	F	7	iy	b_iy_r
JRP1	F	7	iy	b_iy_r
JRP1	F	7	iy	b_iy_r
JRP1	F	7	iy	b_iy_r
JRP1	F	7	iy	b_iy_r
JRP1	F	7	iy	b_iy_r
JRP1	F	7	iy	b_iy_r
JRP1	F	7	aa	d_aa_r
JRP1	F	7	aa	d_aa_r
JRP1	F	7	aa	d_aa_r
JRP1	F	7	aa	d_aa_r
JRP1	F	7	aa	d_aa_r
JRP1	F	7	aa	w_aa_r
JRP1	F	7	aa	w_aa_r
JRP1	F	7	aa	w_aa_r
JRP1	F	7	aa	w_aa_r
JRP1	F	7	aa	w_aa_r
JRP1	F	7	aa	w_aa_r
