ID	Sex	DR	Vowel
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	iy
JRA0	M	7	aa
JRA0	M	7	aa
JRA0	M	7	aa
JRA0	M	7	aa
JRA0	M	7	aa
JRA0	M	7	aa
JRA0	M	7	aa
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	s
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	z
JRA0	M	7	sh
JRA0	M	7	sh
JRA0	M	7	sh
JRA0	M	7	sh
JRA0	M	7	f
JRA0	M	7	f
JRA0	M	7	f
JRA0	M	7	f
JRA0	M	7	f
JRA0	M	7	f
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	h#
JRA0	M	7	pau
JRA0	M	7	pau
